City,Year,Shell,Volume,Mileage,Transmission,Rudder,Gear,CustomsCleared,Type Engine,Company,Model,Price
Шымкент,1992,хэтчбек,1.8,32000,автомат,слева,передний привод,Да,бензин,Volkswagen,Golf,1200000
Алматы,2014,седан,1.6,60600,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,C 180,9900000
Атырау,2017,седан,1.6,125000,автомат,слева,передний привод,Да,бензин,Toyota,Corolla,6800000
Алматы,2012,кроссовер,2.0,87000,автомат,слева,полный привод,Да,бензин,Hyundai,Tucson,6600000
Нур-Султан (Астана),2011,седан,1.3,230,механика,слева,передний привод,Нет,бензин,ЗАЗ,Chance,690000
Атырау,2013,седан,2.0,122849,типтроник,слева,передний привод,Да,бензин,Volkswagen,Jetta,4700000
Нур-Султан (Астана),2011,внедорожник,5.0,57500,автомат,слева,полный привод,Да,бензин,Rover,Land Range  Sport,15000000
Костанай,2006,внедорожник,4.0,219000,автомат,слева,полный привод,Да,газ-бензин,Toyota,Land Cruiser Prado,9650000
Шымкент,1997,седан,5.0,65902,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,S 500,6500000
Алматы,2008,внедорожник,5.6,410381,автомат,слева,полный привод,Нет,бензин,Nissan,Armada,9000000
Уральск,2011,хэтчбек,1.6,190000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),800000
Нур-Султан (Астана),2005,седан,3.0,192784,типтроник,слева,задний привод,Да,бензин,Lexus,GS 300,5500000
Алматы,2014,седан,1.6,116600,типтроник,слева,передний привод,Да,газ-бензин,Nissan,Almera,3500000
Атырау,2012,хэтчбек,0.8,77000,автомат,слева,передний привод,Да,бензин,Daewoo,Matiz,1800000
Нур-Султан (Астана),2004,универсал,2.0,173,типтроник,справа,полный привод,Нет,бензин,Subaru,Forester,2500000
Шымкент,2007,седан,3.5,215000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,5900000
Кокшетау,2004,минивэн,3.3,250000,автомат,слева,передний привод,Да,газ-бензин,Toyota,Sienna,6300000
Алматы,2014,внедорожник,5.6,150000,автомат,слева,полный привод,Да,бензин,Nissan,Patrol,14000000
Караганда,2013,седан,2.5,12086,автомат,слева,передний привод,Да,бензин,Toyota,Camry,7777000
Актобе,2016,внедорожник,1.7,48400,механика,слева,полный привод,Нет,бензин,ВАЗ (Lada),2121 Нива,2650000
Актобе,1997,кроссовер,2.0,155000,автомат,слева,полный привод,Да,бензин,Honda,CR-V,2700000
Нур-Султан (Астана),2006,минивэн,3.0,141000,автомат,справа,полный привод,Нет,бензин,Honda,Elysion,3000000
Кызылорда,2003,минивэн,2.4,117111,автомат,справа,передний привод,Нет,бензин,Toyota,Ipsum,2950000
Алматы,2012,внедорожник,6.4,105000,автомат,слева,полный привод,Да,бензин,Jeep,Grand Cherokee,13400000
Талдыкорган,2018,кроссовер,2.4,60000,типтроник,слева,полный привод,Да,бензин,Hyundai,Santa Fe,13000000
Шымкент,2014,седан,1.6,123123,автомат,слева,передний привод,Да,бензин,Hyundai,Accent,4500000
Алматы,2008,седан,3.0,290000,типтроник,слева,задний привод,Да,дизель,BMW,530,5800000
Алматы,2008,минивэн,2.0,121000,вариатор,справа,полный привод,Нет,бензин,Nissan,Serena,3500000
Нур-Султан (Астана),2008,кроссовер,3.0,135000,типтроник,слева,полный привод,Да,бензин,BMW,X6,8900000
Павлодар,1998,седан,2.5,999,автомат,слева,передний привод,Нет,бензин,Nissan,Maxima,850000
Шымкент,2012,хэтчбек,1.5,83069,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),1050000
Алматы,2003,кроссовер,2.4,275600,автомат,слева,полный привод,Да,бензин,Toyota,Highlander,5600000
Костанай,2020,седан,2.5,7000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,12780000
Павлодар,2019,седан,2.5,31000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,12000000
Алматы,2012,внедорожник,2.7,200,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,13400000
Кандыагаш,2005,седан,2.4,230000,автомат,слева,передний привод,Да,газ-бензин,Toyota,Camry,4250000
Нур-Султан (Астана),2007,седан,2.4,315000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,5700000
Тараз,1997,кроссовер,2.0,75,автомат,справа,полный привод,Да,бензин,Honda,CR-V,3500000
Талгар,2003,внедорожник,2.8,26000,механика,слева,полный привод,Да,бензин,УАЗ,Hunter,2500000
Нур-Султан (Астана),2009,внедорожник,4.8,157000,типтроник,слева,полный привод,Да,бензин,Porsche,Cayenne,5900000
Нур-Султан (Астана),2006,седан,3.5,210000,автомат,слева,передний привод,Да,бензин,Toyota,Avalon,5200000
Жезказган,2005,минивэн,3.0,135000,автомат,справа,передний привод,Нет,газ-бензин,Toyota,Estima,3300000
Алматы,1985,седан,3.2,260000,механика,слева,задний привод,Да,бензин,BMW,525,6000000
Актобе,2019,кроссовер,2.0,20000,вариатор,слева,полный привод,Да,бензин,Toyota,RAV 4,14500000
Алматы,2020,седан,2.5,8000,типтроник,слева,передний привод,Да,бензин,Hyundai,Sonata,12500000
Тараз,1997,микроавтобус,2.3,400000,механика,слева,задний привод,Да,бензин,Mercedes-Benz,Sprinter,2200000
Шымкент,2018,седан,2.0,42264,типтроник,слева,передний привод,Да,газ,Hyundai,Sonata,7700000
Шымкент,2019,седан,2.0,23000,автомат,слева,передний привод,Да,бензин,Hyundai,Elantra,9100000
Алматы,2012,кроссовер,5.0,75000,автомат,слева,полный привод,Да,бензин,Rover,Land Range  Sport,11500000
Туркестан,1993,седан,2.8,260,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,E 280,3000000
Петропавловск,1994,седан,2.6,280200,механика,слева,полный привод,Да,газ-бензин,Audi,100,1900000
Нур-Султан (Астана),2017,внедорожник,5.7,49000,автомат,слева,полный привод,Да,бензин,Lexus,LX 570,40150000
Атырау,2006,внедорожник,4.0,240000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,10800000
Караганда,2011,универсал,2.5,175000,типтроник,слева,полный привод,Да,бензин,Subaru,Outback,6300000
Талдыкорган,2001,кроссовер,3.0,405000,автомат,слева,полный привод,Да,бензин,Ford,Escape,2950000
Атырау,2013,хэтчбек,1.6,118024,механика,слева,передний привод,Да,бензин,DongFeng,H30 Cross,2240000
Каскелен,2002,седан,1.8,207000,автомат,слева,передний привод,Да,бензин,Volkswagen,Passat,1650000
Алматы,2004,кроссовер,3.3,171000,автомат,слева,полный привод,Да,бензин,Lexus,RX 330,6450000
Актау,2005,лимузин,3.5,282000,автомат,слева,передний привод,Да,газ-бензин,Toyota,Avalon,4800000
Нур-Султан (Астана),1984,купе,1.2,200000,автомат,слева,передний привод,Да,бензин,Volkswagen,Golf,700000
Алматы,2012,седан,1.6,128300,автомат,слева,передний привод,Да,бензин,Volkswagen,Polo,3750000
Атырау,2008,внедорожник,5.7,220000,автомат,слева,полный привод,Да,газ-бензин,Lexus,LX 570,13300000
Нур-Султан (Астана),2018,седан,1.6,32000,автомат,слева,передний привод,Да,бензин,Mercedes-Benz,CLA 200,13600000
Жезказган,2006,хэтчбек,1.2,158000,механика,слева,передний привод,Да,бензин,Chevrolet,Aveo,1650000
Нур-Султан (Астана),1990,седан,2.2,555555,механика,слева,передний привод,Да,бензин,Audi,90,1300000
Костанай,2007,седан,2.3,79000,автомат,слева,передний привод,Нет,бензин,Nissan,Teana,2700000
Нур-Султан (Астана),2013,хэтчбек,1.6,125000,механика,слева,передний привод,Нет,бензин,Ford,Focus,2500000
Актобе,2014,кроссовер,2.0,134000,автомат,слева,передний привод,Да,бензин,Kia,Soul,6500000
Нур-Султан (Астана),2009,седан,2.4,196700,автомат,слева,передний привод,Нет,бензин,Toyota,Camry,4300000
Павлодар,2013,универсал,2.7,72420,автомат,слева,полный привод,Да,бензин,Toyota,Venza,11000000
Павлодар,2011,хэтчбек,1.6,270000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),580000
Нур-Султан (Астана),2014,внедорожник,4.6,130000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser,21700000
Алматы,2009,седан,1.8,210000,типтроник,слева,задний привод,Да,бензин,Mercedes-Benz,E 250,6500000
Костанай,2014,седан,1.6,91000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2170 (седан),2520000
Атырау,2001,седан,1.6,200000,механика,слева,задний привод,Да,бензин,ВАЗ (Lada),2107,220000
Кокшетау,2011,седан,1.6,165000,механика,слева,передний привод,Да,газ-бензин,Volkswagen,Polo,3570000
Кызылорда,2004,кроссовер,3.3,777777,автомат,слева,передний привод,Да,бензин,Toyota,Highlander,7200000
Актау,1990,седан,2.0,2222222,механика,слева,передний привод,Да,газ,Mazda,626,550000
Атырау,2006,внедорожник,1.6,295461,механика,слева,полный привод,Да,бензин,ВАЗ (Lada),2121 Нива,1300000
Усть-Каменогорск,2011,хэтчбек,1.6,150000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),1200000
Атырау,2007,хэтчбек,1.5,131000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),920000
Усть-Каменогорск,2011,седан,1.6,54000,механика,слева,задний привод,Нет,бензин,ВАЗ (Lada),2107,1250000
Костанай,2001,седан,2.0,300000,автомат,слева,передний привод,Нет,бензин,Nissan,Maxima,2100000
Алматы,2000,седан,2.5,253509,автомат,справа,передний привод,Нет,бензин,Toyota,Windom,2250000
Уральск,2017,седан,1.6,106000,механика,слева,передний привод,Нет,бензин,Volkswagen,Polo,3400000
Актобе,2015,кроссовер,1.6,100000,механика,слева,передний привод,Да,газ-бензин,Renault,Duster,4350000
Кызылорда,1996,седан,2.8,451000,механика,слева,передний привод,Да,газ-бензин,Audi,A6,2300000
Костанай,1999,седан,1.6,341000,механика,слева,передний привод,Нет,бензин,Volkswagen,Passat,1200000
Нур-Султан (Астана),2006,внедорожник,5.6,177000,автомат,слева,полный привод,Да,газ-бензин,Nissan,Armada,4300000
Павлодар,1995,седан,1.5,28484,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),21099 (седан),450000
Карабулак,2010,седан,1.6,72600,механика,слева,передний привод,Нет,бензин,Daewoo,Nexia,1450000
Актобе,2000,седан,2.2,247228,механика,слева,передний привод,Да,бензин,Peugeot,607,1350000
Петропавловск,2005,внедорожник,4.0,88000,автомат,справа,полный привод,Нет,бензин,Toyota,Land Cruiser Prado,7800000
Уральск,2002,купе,3.2,200000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,CLK 320,4400000
Актобе,1991,седан,1.6,340000,механика,слева,передний привод,Да,газ-бензин,Mazda,323,600000
Кызылорда,2008,седан,1.6,160000,механика,слева,передний привод,Нет,газ-бензин,Chevrolet,Lacetti,1800000
Алматы,2014,седан,1.5,265512,механика,слева,передний привод,Да,бензин,Daewoo,Nexia,1650000
Актау,2011,внедорожник,4.8,239000,типтроник,слева,полный привод,Да,газ-бензин,Nissan,Patrol,10000000
Актобе,2011,хэтчбек,1.6,144772,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),1100000
Актау,2012,хэтчбек,1.6,164000,механика,слева,передний привод,Да,газ-бензин,ВАЗ (Lada),2172 (хэтчбек),1500000
Мерке,2002,седан,1.5,214580,механика,слева,задний привод,Да,бензин,ВАЗ (Lada),2107,850000
Атырау,2014,седан,1.6,132000,автомат,слева,передний привод,Да,бензин,Hyundai,Elantra,6000000
Семей,2001,седан,1.5,222222,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),21099 (седан),750000
Караганда,1995,универсал,2.2,491000,автомат,слева,передний привод,Да,бензин,Honda,Shuttle,2600000
Экибастуз,1997,внедорожник,4.0,400000,автомат,слева,полный привод,Да,газ-бензин,Toyota,Land Cruiser,4200000
Нур-Султан (Астана),1994,кроссовер,2.0,120000,автомат,справа,полный привод,Да,бензин,Toyota,RAV 4,2100000
Шымкент,2008,седан,1.6,95000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2115 (седан),1250000
Кызылорда,2003,внедорожник,4.7,48888,автомат,слева,полный привод,Да,газ-бензин,Lexus,LX 470,4800000
Атырау,2001,минивэн,2.2,119000,автомат,слева,передний привод,Нет,бензин,Z,Opelafira,2000000
Алматы,2007,седан,2.4,136000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,4990000
Усть-Каменогорск,2014,седан,1.6,136,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2170 (седан),2600000
Шымкент,2006,седан,5.5,181000,типтроник,слева,задний привод,Да,бензин,Mercedes-Benz,S 500,6300000
Актау,2006,седан,1.5,1111,механика,слева,передний привод,Да,газ,Daewoo,Nexia,950000
Актобе,2012,седан,1.6,139000,автомат,слева,передний привод,Нет,бензин,Kia,Rio,3200000
Нур-Султан (Астана),2001,седан,1.5,200656,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),21099 (седан),420000
Шымкент,2015,универсал,1.63,109000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),Largus,3350000
Алматы,2006,седан,1.8,354054,автомат,слева,передний привод,Да,бензин,Toyota,Corolla,4000000
Атырау,1998,хэтчбек,2.0,200000,механика,слева,передний привод,Да,бензин,Mazda,626,1750000
Уральск,2007,седан,1.6,100000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2110 (седан),470000
Нур-Султан (Астана),1993,седан,1.5,417000,механика,слева,передний привод,Да,бензин,Honda,Civic,380000
Атбасар,2001,кроссовер,2.0,422000,механика,слева,полный привод,Да,бензин,Honda,CR-V,3560000
Алматы,2017,кроссовер,2.0,51200,автомат,слева,полный привод,Да,бензин,Lexus,NX 200,16100000
Алматы,2000,седан,2.2,394964,автомат,слева,передний привод,Да,бензин,Toyota,Camry,3100000
Актобе,2015,седан,1.6,140000,типтроник,слева,передний привод,Да,газ-бензин,Renault,Logan,3500000
Уральск,2011,седан,2.5,140000,типтроник,слева,передний привод,Да,газ-бензин,Toyota,Camry,6100000
Алматы,2006,минивэн,2.4,175000,типтроник,справа,полный привод,Нет,бензин,Toyota,Estima,3200000
Атырау,2012,кроссовер,2.4,160000,автомат,слева,полный привод,Да,бензин,Mitsubishi,Outlander,5850000
Шымкент,2007,кроссовер,2.0,190000,автомат,слева,полный привод,Да,бензин,Subaru,Forester,4900000
Тараз,1993,универсал,2.8,360000,автомат,слева,полный привод,Да,газ-бензин,Audi,A6,2100000
Шымкент,2013,седан,1.6,236000,механика,слева,передний привод,Да,газ-бензин,ВАЗ (Lada),2170 (седан),2100000
Семей,2001,кроссовер,3.0,2650000,автомат,слева,полный привод,Да,бензин,Toyota,Highlander,6800000
Караганда,1996,седан,1.5,350000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),21099 (седан),700000
Кокшетау,1997,седан,1.8,27000,механика,слева,передний привод,Нет,бензин,Volkswagen,Passat,1500000
Семей,2014,кроссовер,1.6,102000,автомат,слева,передний привод,Да,бензин,Changan,CS35,4000000
Нур-Султан (Астана),2001,седан,3.9,346000,автомат,слева,задний привод,Да,дизель,Mercedes-Benz,S 400,1800000
Шымкент,1993,седан,1.8,777,механика,слева,передний привод,Да,бензин,Opel,Vectra,1200000
Казалинск,1999,минивэн,2.5,200000,автомат,слева,передний привод,Да,газ-бензин,Kia,Carnival,1550000
Караганда,1994,седан,2.8,460000,механика,слева,передний привод,Да,бензин,Audi,100,1600000
Усть-Каменогорск,2003,кроссовер,2.0,230,автомат,справа,полный привод,Нет,бензин,Subaru,Forester,2750000
Актау,2013,универсал,1.6,225,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2111 (универсал),2000000
Уральск,2014,внедорожник,1.8,150000,механика,слева,полный привод,Да,бензин,ВАЗ (Lada),2121 Нива,2400000
Алматы,1996,минивэн,3.0,280000,автомат,слева,передний привод,Да,бензин,Nissan,Quest,1000000
Алматы,2012,универсал,1.8,123500,автомат,слева,передний привод,Да,бензин,Chevrolet,Cruze,3620000
Уральск,2006,седан,1.5,200000,механика,слева,передний привод,Нет,бензин,Chevrolet,Lanos,550000
Алматы,2000,купе,3.0,100000,автомат,слева,передний привод,Да,бензин,Peugeot,406,900000
Атырау,2019,пикап,2.7,36000,механика,слева,полный привод,Да,бензин,УАЗ,Профи,6800000
Кокшетау,2005,минивэн,2.4,137000,автомат,справа,полный привод,Нет,бензин,Toyota,Alphard,3350000
Алматы,2002,седан,2.6,355000,механика,слева,задний привод,Да,бензин,Mercedes-Benz,E 240,3000000
Тараз,1998,седан,2.8,406000,типтроник,слева,задний привод,Да,бензин,BMW,728,2700000
Актобе,2013,седан,1.6,168000,автомат,слева,передний привод,Да,бензин,Mitsubishi,Lancer,4200000
Алматы,2010,хэтчбек,1.0,106480,робот,слева,передний привод,Да,бензин,Toyota,Aygo,2770000
Алматы,2006,внедорожник,3.5,210000,автомат,слева,полный привод,Да,бензин,Hummer,H3,7000000
Кызылорда,2003,внедорожник,4.7,4888,автомат,слева,полный привод,Да,газ-бензин,Lexus,LX 470,4800000
Нур-Султан (Астана),1991,седан,2.0,3989759,механика,слева,передний привод,Да,бензин,Audi,80,1550000
Жанакорган,2008,седан,1.6,65000,механика,слева,задний привод,Нет,бензин,ВАЗ (Lada),2105,1000000
Актау,1990,седан,2.3,300000,механика,слева,передний привод,Да,газ,Audi,100,1000000
Атырау,2018,седан,1.6,116000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2190 (седан),2900000
Жетысай,1993,седан,2.3,123456,механика,слева,передний привод,Да,газ-бензин,Audi,100,1900000
Атырау,1997,седан,2.0,100000,механика,слева,передний привод,Да,газ-бензин,Mazda,323,1500000
Павлодар,2011,седан,2.0,137000,автомат,слева,задний привод,Нет,бензин,BMW,520,6700000
Атырау,2002,седан,1.5,187000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2110 (седан),700000
Бауыржана Момышулы,1991,универсал,1.8,100000,механика,слева,передний привод,Да,бензин,Volkswagen,Passat,1100000
Караганда,2007,кроссовер,4.8,300000,автомат,слева,полный привод,Да,бензин,BMW,X5,6000000
Алматы,2007,внедорожник,3.0,230000,типтроник,слева,полный привод,Да,бензин,Mitsubishi,Pajero,7000000
Алматы,2003,кроссовер,3.0,131075,автомат,слева,полный привод,Да,бензин,Mazda,Tribute,3500000
Алматы,2004,седан,5.0,190000,автомат,слева,полный привод,Да,бензин,Mercedes-Benz,S 500,4600000
Шымкент,2020,седан,2.0,18000,типтроник,слева,передний привод,Да,газ,Hyundai,Sonata,10500000
Уральск,1992,минивэн,2.5,510000,механика,слева,передний привод,Да,газ-бензин,Volkswagen,Caravelle,2900000
Жезказган,1999,микровэн,2.0,283000,автомат,слева,передний привод,Да,бензин,Hyundai,Santamo,1850000
Нур-Султан (Астана),2009,седан,1.8,199100,автомат,слева,передний привод,Да,бензин,Toyota,Corolla,4300000
Семей,1999,седан,2.0,412000,типтроник,слева,передний привод,Да,бензин,Nissan,Primera,1600000
Алматы,1991,хэтчбек,1.8,380000,механика,слева,передний привод,Да,бензин,Audi,80,850000
Атырау,2008,минивэн,2.4,148288,автомат,справа,передний привод,Нет,газ-бензин,Toyota,Estima,3499999
Нур-Султан (Астана),1995,купе,1.3,159000,механика,слева,передний привод,Да,бензин,Suzuki,Baleno,650000
Шымкент,2010,хэтчбек,1.5,1788155,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2114 (хэтчбек),1450000
Шымкент,2002,купе,2.4,100000,автомат,слева,передний привод,Да,газ-бензин,Dodge,Stratus,2300000
Уральск,2009,седан,2.4,280235,автомат,слева,передний привод,Нет,бензин,Toyota,Camry,3800000
Экибастуз,1990,седан,2.6,400000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,E 260,1550000
Туркестан,2010,хэтчбек,0.8,74000,механика,слева,передний привод,Нет,бензин,Daewoo,Matiz,980000
Темиртау,2011,хэтчбек,1.6,139000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2172 (хэтчбек),1930000
Алматы,1991,хэтчбек,1.8,274000,механика,слева,передний привод,Да,бензин,Mitsubishi,Galant,1100000
Уральск,2000,хэтчбек,1.6,240000,механика,слева,передний привод,Да,бензин,Volkswagen,Golf,1750000
Алматы,2001,седан,2.2,2508523,автомат,слева,передний привод,Да,бензин,Toyota,Camry,3600000
Нур-Султан (Астана),2005,седан,3.0,120000,типтроник,слева,задний привод,Да,бензин,BMW,530,4899990
Нур-Султан (Астана),2007,внедорожник,1.7,163000,механика,слева,полный привод,Да,бензин,Chevrolet,Niva,1750000
Шымкент,2011,хэтчбек,1.6,300000,механика,слева,передний привод,Да,газ-бензин,ВАЗ (Lada),2114 (хэтчбек),2000000
Кызылорда,1991,седан,2.0,165087,механика,слева,задний привод,Да,бензин,BMW,520,800000
Жетысай,1997,седан,2.6,200000,автомат,слева,передний привод,Да,газ-бензин,Audi,A6,3300000
Тараз,2002,седан,3.0,370,автомат,слева,передний привод,Да,бензин,Lexus,ES 300,4100000
Экибастуз,1995,купе,1.7,345266,механика,слева,полный привод,Да,бензин,ВАЗ (Lada),2121 Нива,850000
Шымкент,2012,седан,2.5,177000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,8300000
Караганда,2003,седан,2.4,203362,автомат,слева,передний привод,Да,бензин,Toyota,Camry,4100000
Атырау,2013,лифтбек,1.2,112000,типтроник,слева,передний привод,Да,бензин,Skoda,Octavia,3500000
Темирлановка,2003,седан,1.5,1234567,механика,слева,задний привод,Нет,газ-бензин,ВАЗ (Lada),2107,370000
Костанай,2009,кроссовер,2.9,230547,автомат,слева,полный привод,Да,бензин,Mercedes-Benz,GLK 280,9000000
Атырау,2008,кроссовер,1.7,190,механика,слева,полный привод,Нет,бензин,ВАЗ (Lada),2121 Нива,1750000
Нур-Султан (Астана),2006,кроссовер,2.7,171000,автомат,слева,полный привод,Нет,газ-бензин,Hyundai,Santa Fe,4200000
Нур-Султан (Астана),2009,минивэн,2.4,166000,вариатор,справа,полный привод,Да,бензин,Mitsubishi,Delica,6650000
Нур-Султан (Астана),1995,универсал,2.0,470,механика,слева,передний привод,Да,бензин,Audi,A6,2500000
Алматы,2011,внедорожник,3.0,118000,типтроник,слева,полный привод,Да,дизель,Rover,Land Range  Sport,9300000
Павлодар,2012,кроссовер,3.5,131000,автомат,слева,полный привод,Да,бензин,Toyota,Highlander,11500000
Кызылорда,1991,седан,1.8,1234567,механика,слева,передний привод,Да,газ-бензин,Opel,Vectra,850000
Алматы,2020,внедорожник,1.7,2900,механика,слева,полный привод,Да,бензин,ВАЗ (Lada),2121 Нива,3980000
Жаркент,1991,седан,1.5,5991264,механика,слева,задний привод,Да,бензин,ВАЗ (Lada),2106,200000
Нур-Султан (Астана),2015,седан,1.6,93000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2190 (седан),2650000
Шетпе,2006,хэтчбек,1.5,220000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),700000
Тараз,1995,универсал,2.0,279986,автомат,слева,передний привод,Да,бензин,Volkswagen,Passat,1500000
Атбасар,1996,седан,1.8,311000,механика,слева,передний привод,Да,бензин,Audi,A6,2500000
Алматы,1990,седан,1.8,123456,механика,слева,передний привод,Да,бензин,Audi,80,550000
Петропавловск,1998,универсал,2.4,350000,автомат,справа,передний привод,Нет,бензин,Mitsubishi,Chariot,1800000
Костанай,2006,седан,2.3,128000,автомат,слева,передний привод,Да,бензин,Nissan,Teana,3200000
Нур-Султан (Астана),2019,купе,6.4,23000,типтроник,слева,задний привод,Да,бензин,Dodge,Challenger,30000000
Алматы,2004,универсал,3.0,240000,механика,слева,передний привод,Нет,дизель,Saab,9-5,2500000
Петропавловск,1999,седан,3.2,240000,автомат,слева,передний привод,Да,бензин,Chrysler,Concorde,1900000
Актау,2002,седан,1.5,1500000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2110 (седан),550000
Кызылорда,2003,кроссовер,2.0,666,механика,слева,передний привод,Да,бензин,Hyundai,Santa Fe,2650000
Кулан,1992,внедорожник,2.8,300,механика,справа,полный привод,Да,дизель,Mitsubishi,Pajero,2200000
Актау,2013,седан,1.5,102000,механика,слева,передний привод,Да,газ-бензин,Daewoo,Nexia,2000000
Кызылорда,2012,седан,1.6,249000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2190 (седан),1200000
Уральск,2008,хэтчбек,1.6,138000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),1119 (хэтчбек),1000000
Нур-Султан (Астана),1992,универсал,1.8,179000,механика,слева,передний привод,Да,бензин,Volkswagen,Passat,815000
Актобе,2006,хэтчбек,1.6,185000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),550000
Алматы,1990,хэтчбек,2.0,7777,механика,слева,передний привод,Да,бензин,Mazda,626,580000
Тараз,1998,кроссовер,2.0,209000,автомат,справа,полный привод,Да,бензин,Honda,CR-V,3200000
Семей,2008,седан,2.4,230,автомат,слева,передний привод,Да,бензин,Toyota,Camry,5000000
Атырау,2007,седан,2.0,343000,автомат,слева,передний привод,Да,бензин,Chevrolet,Epica,1800000
Костанай,2014,универсал,1.6,93000,механика,слева,передний привод,Да,газ-бензин,ВАЗ (Lada),Largus,3600000
Уральск,2016,кроссовер,1.8,100000,автомат,слева,передний привод,Да,бензин,Lifan,X60,3600000
Атырау,2013,кроссовер,1.6,90000,вариатор,слева,передний привод,Да,бензин,Nissan,Qashqai,5100000
Уральск,2013,внедорожник,3.0,205000,типтроник,слева,полный привод,Да,дизель,Toyota,Land Cruiser Prado,13000000
Доссор,1992,седан,1.8,380000,механика,слева,передний привод,Да,бензин,Volkswagen,Passat,900000
Шымкент,2005,седан,1.6,130000,механика,слева,передний привод,Нет,бензин,Daewoo,Nexia,1100000
Шаян,1988,седан,2.0,5800000,механика,слева,задний привод,Да,газ-бензин,Mercedes-Benz,190,680000
Алматы,1992,хэтчбек,2.0,22,механика,слева,передний привод,Да,бензин,Mitsubishi,Galant,800000
Нур-Султан (Астана),2005,минивэн,2.0,115000,автомат,слева,полный привод,Да,бензин,Toyota,Voxy,4200000
Шымкент,2016,седан,1.6,26800,автомат,слева,передний привод,Да,бензин,Peugeot,301,4500000
Сарыагаш,1988,седан,2.5,280,механика,слева,задний привод,Да,дизель,Mercedes-Benz,E 250,1100000
Павлодар,1992,седан,3.0,320000,механика,слева,задний привод,Да,бензин,BMW,730,1800000
Шымкент,2008,седан,1.6,1740000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2170 (седан),1100000
Семей,2014,кроссовер,1.4,55000,типтроник,слева,передний привод,Да,бензин,Skoda,Yeti,6200000
Кызылорда,1992,седан,2.0,111,механика,слева,передний привод,Да,бензин,Opel,Vectra,1100000
Актобе,2005,хэтчбек,1.3,205000,типтроник,слева,передний привод,Нет,бензин,Mitsubishi,Colt,1600000
Петропавловск,1991,седан,1.6,111,механика,слева,передний привод,Да,бензин,Opel,Vectra,750000
Нур-Султан (Астана),1998,внедорожник,2.5,360000,механика,слева,полный привод,Да,дизель,Jeep,Cherokee,3300000
Павлодар,2012,седан,1.6,73000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2170 (седан),2500000
Алматы,2012,внедорожник,5.5,100000,автомат,слева,полный привод,Да,бензин,Mercedes-Benz,G 500,25000000
Актобе,2013,хэтчбек,1.8,123000,типтроник,слева,передний привод,Да,газ-бензин,Chevrolet,Cruze,3750000
Атырау,2019,седан,2.0,22000,типтроник,слева,передний привод,Да,бензин,Kia,Optima,9500000
Алматы,2008,седан,3.5,200000,автомат,слева,полный привод,Да,бензин,Mercedes-Benz,E 350,5000000
Нур-Султан (Астана),2014,кроссовер,3.5,129000,автомат,слева,полный привод,Да,бензин,Toyota,Highlander,17500000
